code,term
U24..00,"[X]Intentional self harm by rifle, shotgun and larger firearm discharge"
U28..00,"[X]Intentional self harm by steam, hot vapours and hot objects"
U20..00,[X]Intentional self poisoning by and exposure to noxious substances
U62..00,[X]Medical devices associated with adverse incidents in diagnostic and therapeutic use
Eu1..00,Psychoactive substance use disorder
Eu7..00,[X]Mental retardation
U61..00,[X]Misadventures to patients during surgical and medical care
Eu3..00,Affective disorder
Eu4..00,"[X]Neurotic, stress-related and somatoform disorders"
U03..00,[X]Occupant of three-wheeled motor vehicle injured in transport accident
U06..00,[X]Occupant of heavy transport vehicle injured in transport accident
U05..00,[X]Occupant of pick-up truck or van injured in transport accident
U64..00,[X]Oth med procd caus abn reac pt/lat comp no misad at time
14a..00,History of road traffic accident
61P..00,Does not use contraception
66g..00,Congenital heart condition monitoring
8AA..00,Drug abuse monitoring
43w..00,Additional nucleic acid detection
1JE..00,Suspected assault - allegation made
6A9..00,Atrial fibrillation annual review
66h..00,Dementia monitoring
66i..00,Chronic kidney disease monitoring
65b..00,Haemophilus influenzae type B and meningitis C vaccination
6AA..00,Chronic kidney disease annual review
6AB..00,Dementia annual review
U45..00,"[X]Other and unspecified firearm discharge, undetermined intent"
U40..00,"[X]Poisoning by and exposure to noxious substances, undetermined intent"
U44..00,"[X]Rifle, shotgun and larger firearm discharge, undetermined intent"
U72..00,[X]Sequel intentn self-harm assault+event of undeterm intent
U73..00,[X]Sequelae with surgical + medical care as external cause
U63..00,[X]Srg oper+oth srg pro abn react pt/lat comp no misadv time
U8...00,[X]Supplem factr relat to caus morbid+mortal classf elswhere
64K..00,15 year examination
64H..00,Child 3.5 year examination
64I..00,Child 4.5 year examination
627..00,A/N care: gynae. risk
623..00,A/N care: obstetric risk
62H..00,Antenatal Rhesus antibody screening
556..00,Abdominal aortogram
PG7..00,Congenital anomaly of abdominal wall
L31..00,Abnormality of forces of labour
431..00,ABO blood grouping
J54..00,Anorectal abscess
P41..00,Accessory auricle
TD5..00,Accident caused by controlled fire in private dwelling
TD7..00,Accident caused by controlled fire in the open
TD6..00,Accident caused by controlled fire other structure/building
T40..00,Accident to watercraft causing submersion
TA0..00,"Accidental cut, puncture, perforation ,h'ge - medical care"
TC...00,Accidental fall
T93..00,Accidental poisoning by agricultural chemical preparations
T80..00,"Accidental poisoning by analgesics,antipyretic,antirheumatic"
T85..00,Accidental poisoning by other drugs acting on nervous system
T9...00,Accidental poisoning by other non-drug substances
T98..00,Accidental poisoning by other utility gas + carbon monoxide
TE9..00,Accidents caused by cataclysmic earth surface movement/erupt
TG4..00,Accidents caused by cutting and piercing instruments or objects
TG5..00,Accidents caused by explosion of pressure vessel
TD...00,Accidents caused by fire and flames
TG8..00,"Accidents caused by hot substance or object, caustic or corrosive material and steam"
TG3..00,Accident caused by machinery
TE8..00,Accidents caused by storms and floods resulting from storms
TF...00,"Accidents caused by submersion, suffocation, foreign bodies"
TFz..00,"Accidents caused by submersion,suffocation,foreign body NOS"
TE1..00,Accidents due to excessive cold
TE2..00,Accidents due to high+low air pressure/air pressure changes
TE4..00,"Accidents due to hunger, thirst, exposure and neglect"
TE...00,Accidents due to natural and environmental factors
N35..00,Acquired deformity of toe
D11..00,Acquired haemolytic anaemia
A39..00,Actinomycotic infection
8K0..00,Acupuncture points
K04..00,Acute renal failure
M1X..00,"Acute skin change due to ultraviolet radiation, unspecif"
TA5..00,Contaminant given to patient
TJ5..00,"Adverse reaction to analgesics, antipyretics, antirheumatics"
TJ0..00,Antibacterial drug adverse reaction
TJ6..00,Adverse reaction to anticonvulsants/anti-parkinsonism drugs
TJB..00,Adverse reaction to autonomic nervous system drugs
TJC..00,Drug groups primarily affecting cardiovascular system adverse reaction
TJA..00,Adverse reaction to central nervous system stimulants
TJD..00,Drug groups primarily affecting gastrointestinal system adverse reaction
TJ2..00,Adverse reaction to hormones and synthetic substitutes
TJ8..00,Adverse reaction to other CNS depressants and anaesthetics
TJH..00,Adverse reaction to other drugs and medicines
TJ9..00,Adverse reaction to psychotropic agents
TJ7..00,Adverse reaction to sedatives and hypnotics
TJG..00,"Adverse reaction to skin,mucous membrane,eye,ENT,dental drug"
TJF..00,Adverse reaction to drugs primarily acting on the smooth and skeletal muscles and respiratory system
TJE..00,Adverse reaction to water/mineral/uric acid metabolism drugs
TJ4..00,Adverse reaction- agents mainly affecting blood constituents
67I..00,Advice given
8Hm..00,Referral to clinical assessment service
E11..00,Mood disorder
8Hn..00,Priority cancer referral
5A6..00,Afterloading cavity radiother.
68Y..00,Newborn hearing screening
T5...00,Air and space transport accident
68S..00,Alcohol consumption screening
E01..00,Alcohol-induced psychosis
336..00,Allergy testing
62I..00,Alpha-fetoprotein blood test
8IA..00,Procedure declined
SL5..00,"Analgesic, antipyretic and antirheumatic drug poisoning"
8D...00,Anatomo-physiolog. assistance
4JB..00,Animal inoculation: organism - finding
T31..00,"Animal-drawn vehicle accident, ADVA"
PK1..00,Congenital malformation of adrenal gland
PG6..00,Congenital malformation of diaphragm
PG1..00,Congenital malformation of spine
PD7..00,Anomalies of urachus
67B..00,Ante-natal relaxation classes
62L..00,Antenatal blood group screening
62N..00,Antenatal examination
62M..00,Antenatal sickle cell screening
62K..00,Antenatal syphilis screening
62G..00,Antenatal ultrasound scan status
L11..00,"Antepartum haemorrhage, abruptio placentae and placenta praevia"
8B8..00,Administration of Anti-D globulin
SL0..00,Antibiotic poisoning
7A1..00,Operation on aorta
770..00,Appendix operation
55B..00,Arm arteriogram - general
G74..00,Arterial embolism and thrombosis
7A...00,Vascular surgery procedure
68F..00,Arthritis screen
54O..00,Knee arthrogram
N03..00,Arthropathy associated with another disorder
N01..00,Arthropathy related to infection
41G..00,Laboratory administration procedures
A6...00,Arthropod-borne viral diseases
4F1..00,Ascitic fluid exam. - general
C27..00,Ascorbic acid (vitamin C) deficiency
8CW..00,Provision of general practitioner intermediate care
12X..00,Family history of substance misuse
16N..00,Nutritional problem
G70..00,Arteriosclerotic vascular disease
878..00,Atmospheric control
PB2..00,"Atresia and stenosis of large intestine, rectum and anal canal"
1T...00,History of substance misuse
F17..00,Disorders of autonomic nervous system
8G3..00,Aversive psychotherapy
63C..00,"Baby misc. ""at-risk"" factors"
16C..00,Backache symptom
43e..00,Measurement of bacterial antibody
54A..00,Barium enema
548..00,Barium meal - general
547..00,Barium swallow
B7H..00,Benign neoplasm other endocrine gland and related structures
B7...00,Benign neoplastic disease
B7E..00,Benign neoplasm of eye
1T1..00,H/O methadone misuse
1T3..00,H/O benzodiazepine misuse
1T4..00,H/O amphetamine misuse
1T5..00,H/O cocaine misuse
1T6..00,H/O crack cocaine misuse
1T7..00,H/O hallucinogen misuse
1T8..00,H/O cannabis misuse
1T9..00,H/O solvent misuse
1TA..00,H/O barbiturate misuse
1TC..00,H/O anti-depressant misuse
1TD..00,H/O opiate misuse
44l..00,Ratio measurement
1T0..00,H/O heroin misuse
1T2..00,H/O ecstasy misuse
1TE..00,Uses heroin on top of substitution therapy
1TF..00,Does not use heroin on top of substitution therapy
636..00,Birth weight
7B2..00,Bladder operation
7B3..00,Bladder outlet and prostate operation
F49..00,Blindness and low vision
H39..00,Very severe chronic obstructive pulmonary disease
44...00,Blood chemistry
441..00,Blood chemistry
44Z..00,Blood chemistry NOS
8O9..00,Provision of telecare community alarm service
42U..00,Whole blood folate level
44Y..00,Blood gas measurement
44U..00,Blood glucose result
172..00,Blood in sputum - haemoptysis
44L..00,Blood trace element/vitamin levels - finding
Dz...00,Blood/blood forming organ NOS
883..00,Blood/body fluid withdrawal
7K1..00,Bone operation
700..00,Operation on brain
SH9..00,Burn - unspecified
SH5..00,Burn of lower limb
SH3..00,Burn of arm (excluding wrist and hand)
SH2..00,Burn of trunk
SH4..00,Burn of wrist(s) and hand(s)
SH...00,Burn
SH8..00,Burns classified according to percentage of body surface involved
SM6..00,Toxic effect of carbon monoxide
M00..00,Carbuncle
B80..00,Carcinoma in situ of digestive organ
44H..00,Cardiac enzymes
33B..00,Cardiac function testing
853..00,Cardiac massage - external
SLC..00,Cardiovascular drug poisoning
88...00,Cardiovascular procedure
A93..00,Cardiovascular syphilis
55...00,Cardiovascular angiography
551..00,Imaging of carotid arteries
2BT..00,Cataract finding
SL8..00,Central nervous system depressants and anaesthetic agent poisoning
L23..00,Cephalo-pelvic disproportion
G6W..00,Cerebral infarction due to occlusion of precerebral artery
6B3..00,Keep well programme
G6X..00,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
48...00,Cerebro-spinal fluid exam.
G36..00,Myocardial infarction with complication
4K3..00,Cervical smear - inflammatory change
68I..00,Chemical/other poison screen
A52..00,Varicella infection
64F..00,Child 18 month examination
64G..00,Child 2.5 year examination
64D..00,Child examination - 6 weeks
64C..00,Child examination - 10 days
64B..00,Child examination - birth
64S..00,Child examination: school screening
64M..00,Child examination.: special senses
E2E..00,Childhood hyperkinetic syndrome
6AC..00,Review of impaired glucose tolerance
PG4..00,Chondrodysplasia
F43..00,Chorioretinal inflammations scars and other disorders
PJ...00,Chromosomal anomaly
68H..00,Chromosome abnormality screening
66S..00,Chronic disease - care arrangement
H12..00,Chronic pharyngitis and nasopharyngitis
H14..00,Chronic disease of tonsils AND/OR adenoids
PJ9..00,Mowat-Wilson syndrome
G....00,Cardiovascular disorder
P91..00,Cleft lip
1JF..00,Suspected glaucoma
1JG..00,Suspected inflammatory arthritis
4KJ..00,Tumour hormone receptor status
1JH..00,Suspected deep vein thrombosis
38E..00,Common assessment framework for children and young people
8LC..00,Operation on eye planned
4KE..00,Clue cells
D30..00,Coagulation disorder
42Q..00,Blood coagulation test
41E..00,Specimen collection
427..00,Colour index
167..00,Colour finding
P50..00,Common aorto-pulmonary trunk
L09..00,Complications following abortion/ectopic/molar pregnancies
SP0..00,Complication of procedure
Lz...00,"Complications of pregnancy,childbirth and the puerperium NOS"
Ly...00,"Complications of pregnancy,childbirth or the puerperium OS"
L1z..00,Complications of pregnancy/childbirth/puerperium NOS
L1y..00,Complications of pregnancy/childbirth/puerperium OS
568..00,Computerised diagnostic radiology
P....00,Congenital abnormality
P64..00,Congenital insufficiency of aortic valve
P63..00,Congenital stenosis of aortic valve
68G..00,Congenital dislocation of the hip screening
P6z..00,Congenital heart anomaly NOS
P6W..00,Congenital malformation of aortic and mitral valves unsp
PGX..00,"Congenital malformation of bony thorax, unspecified"
P7W..00,"Congenital malformation of circulatory system, unspecif"
P7X..00,"Congenital malformation of great arteries, unspecified"
P6X..00,"Congenital malformation of tricuspid valve, unspecified"
PK8..00,Congenital malformation syndrome due to known exogenous cause
P5X..00,Congenital malforms of cardiac chambers+connections unsp
PE2..00,Congenital deformity of spine
6C2..00,Primary prevention of cardiovascular disease
J4...00,Non-infective enteritis and colitis
G86..00,Non-infective lymphatic disorders
K55..00,Noninflammatory cervical disorders
K53..00,"Noninflammatory disorders of the ovary, fallopian tube and broad ligament"
SM...00,Nonmedicinal agent causing toxic effects
E2A..00,Specific nonpsychotic mental disorders following organic brain damage
T17..00,Noncollision motor vehicle traffic accident while boarding or alighting
34Z..00,Non-surgical biopsy (admin)NOS
341..00,Non-surgical biopsy - admin
8LD..00,Operation on brain planned
8LE..00,Operation on spine planned
A4z..00,Non-arthropod-borne viral dis.central nervous system OS/NOS
61G..00,Contraception: vasectomy
553..00,Contrast heart radiog.-general
542..00,Contrast neuroradiography
546..00,Contrast radiogr.abdom.cavity
54...00,Contrast radiography excluding cardiovascular system
544..00,Head and neck contrast procedure
SE...00,Contusion with intact skin
SE1..00,Contusion of eye AND ocular adnexa
SE2..00,Contusion of trunk
437..00,Coombs test - anti-human globulin
554..00,Coronary angiography
41H..00,Review of patient laboratory test report
SM3..00,Corrosives/acids/caustic alkalis causing toxic effect
671..00,Counselling - general
67Z..00,Counselling/health ed. NOS
67...00,Patient counselling education
702..00,Cranial nerve operations
SF3..00,Crushing injury of lower limb
SF2..00,Crushing injury of upper limb
8Ho..00,Referral to dental service
62C..00,Deliv.booking - length of stay
A61..00,Breakbone fever
J04..00,Dentofacial anomaly
261..00,Depth of genitourinary exam.
281..00,Depth of nervous system exam.
231..00,Depth of respiratory system examination
AB0..00,Dermatophytosis
H10..00,Acquired deviated nasal septum
697..00,DHSS medical examination
58B..00,Diagnostic data computerisation
3....00,Diagnostic procedure
13A..00,Patient-initiated diet
42I..00,Differential white cell count
N00..00,Diffuse diseases of connective tissue
J....00,Digestive system disease
2J8..00,Hospital admission avoided
12Y..00,Family history of sarcoidosis
4M6..00,Recurrence of tumour
G77..00,Diseases of capillaries
M23..00,Disorder of nail
J10..00,Disease of oesophagus
J0y..00,"Diseases of oral cavity, salivary gland or jaw OS"
J67..00,Disease of pancreas
F5...00,Disorder of ear and mastoid process
J06..00,Diseases of the jaws
C14..00,Disorder of thymus gland
J09..00,Disease of tongue
D40..00,Diseases of white blood cells
SR2..00,"Dislocations, sprains & strains involv multiple body regions"
M1W..00,"Disord skin and subcut tis related to radiation, unspec"
G8X..00,Disorder of vein
Q1...00,"Disorders due to slow fetal growth, low and high birth weight"
C15..00,Disorders of adrenal glands
C30..00,Disorders of amino-acid transport and metabolism
K3...00,Disorders of breast
C31..00,Disorders of carbohydrate transport and metabolism
F4C..00,Disorders of conjunctiva
F50..00,Disorder of external ear
F4...00,Disorder of eye region
C36..00,Metabolic disease
F44..00,Disorder of iris and ciliary body
C35..00,Disorder of mineral metabolism
F4H..00,Disorders of optic nerve and visual pathways
K27..00,Disorders of penis
C13..00,Disorders of pituitary gland and its hypothalamic control
F47..00,Disorder of refraction and accommodation
M25..00,Disorder of sweat gland
F40..00,Disorders of the globe
C39..00,Immune system disorder
F4G..00,Disorders of the orbit
Q12..00,Disorders relating to long gestation and high birth weight
Q1z..00,"Disorders slow fetal growth, low and high birthweight NOS"
Q1y..00,"Disorders slow fetal growth, low and high birthweight OS"
E2D..00,Disturbance of emotion specific to childhood and adolescence
13G..00,Domiciliary services
65J..00,Tetanus diphtheria vaccination
PJ0..00,Down's syndrome
62U..00,Down's screening - blood test
6B4..00,Counterweight weight management programme
61H..00,Female sterilisation operation
15G..00,Dropping sensation- pelvic floor
E02..00,Drug psychosis
13c..00,Problem drug user
F2W..00,"Drug-induced headache, not elsewhere classified"
K0C..00,Drug/heavy-metal-induced tubulo-interstitial and tub conditn
TJ...00,Adverse reaction to substance
J12..00,Duodenal ulcer
762..00,Duodenum operations
8HN..00,Duration of inpatient stay
572..00,Dynamic non-imag.isotope study
1C...00,Ear/nose/throat symptoms
1C3..00,Earache symptoms
32H..00,ECG: F wave - finding
1I8..00,Parkinson's disease excluded
322..00,ECG myocardial ischaemia
32A..00,P wave
32I..00,ECG: P-R interval
32B..00,Q wave
32K..00,QT interval
32J..00,QRS complex
32C..00,R wave
32D..00,ECG: S wave
32F..00,T wave
32G..00,ECG: U wave
PJ2..00,Edward's syndrome - trisomy 18
SN2..00,Effects of heat and light
32...00,Electrocardiographic monitoring
13t..00,Born in British overseas territory
8Hp..00,Choose and book referral
H32..00,Pulmonary emphysema
694..00,"History and physical examination, occupation"
K0D..00,End-stage renal disease
P56..00,Endocardial cushion defect
Cz...00,"Endocrine, nutritional, metabolic or immunity disorder NOS"
Cy...00,"Endocrine, nutritional, metabolic or immunity disorders OS"
36...00,Endoscopic procedure
36Z..00,Endoscopy admin NOS
361..00,Endoscopy: general admin
871..00,Endotracheal intubation
44C..00,Enzymes/specific proteins
8MA..00,Patient requests copy of medical record
M15..00,Erythematous condition
25...00,Examination of digestive system
2....00,Examination / signs
59...00,External beam radiotherapy
887..00,Extracorp.blood circulat/treat
72...00,Eye operation
1B8..00,Eye symptom
F31..00,Disorder of facial nerve
4JY..00,Methicillin resistant Staphylococcus aureus screen negative
44b..00,Faecal fat screen
47B..00,Faecal sugars - general
473..00,Colour of stool
472..00,Odour of stool
L08..00,Failed attempted abortion
2Jb..00,Outpatient attendance avoided
TC6..00,Fall on same level- collision/push/shove by/with oth person
2Ja..00,General practitioner call out avoided
13W..00,Family details and household composition - finding
12...00,FH - Family history
K52..00,Fistula of the female genital organs
K4...00,Female pelvic inflammatory disease
446..00,Female sex hormones - serum level
Q04..00,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk
Q41..00,Fetal and neonatal haemorrhage
444..00,Feto/placental hormones
Q03..00,Fetus or neonate affected by complication of labour/delivery
Q02..00,Fetus/neonate affected by complic of placenta/cord/membrane
Q01..00,Fetus or neonate affected by maternal complication of pregnancy
Q0...00,Fetus or neonate affected by maternal problem unrelated to pregnancy
629..00,No ante-natal care
68R..00,New patient screening
E2z..00,Neuroses or other mental disorder NOS
E20..00,Neurotic disorder
E2...00,"Neurotic, personality and other nonpsychotic disorders"
579..00,Neutron activation analysis
J5X..00,Neurogenic bowel
F33..00,Disorder of nerve root and/or plexus
70...00,Nervous system procedure
B....00,Neoplasm
K03..00,Nephritis
B90..00,Neoplasm of uncertain behaviour of digestive and respiratory systems
B93..00,Neop uncertain behaviour other and unspec sites and tissues
B92..00,Neoplasm of uncertain behaviour of endocrine glands and nervous system
H11..00,Polyp of nasal cavity and/or nasal sinus
741..00,Nasal sinus procedure
543..00,Myelography - general
T13..00,Motor vehicle on road in collision with another motor vehicle
T10..00,MVTA involving collision with train
T14..00,MVTA involving collision with pedestrian
T16..00,"Motor vehicle traffic accident due to loss of control, without collision on the highway"
T11..00,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle
T20..00,MVNTA involving motor-driven snow vehicle
N....00,Musculoskeletal and connective tissue diseases
Ny...00,Musculoskeletal or connective tissue diseases OS
7H5..00,Muscle operations
SDA..00,"Multiple superficial injuries/abdomen, lower back & pelvis"
B63..00,Multiple myeloma and immunoproliferative neoplasms
S29..00,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum"
S3y..00,"Multiple #both legs, leg + arm ,leg + rib + sternum"
PK7..00,Multiple congenital anomalies NOS
T2...00,"Motor vehicle non-traffic accident, MVNTA"
T1...00,Motor vehicle traffic accident
F35..00,Mononeuritis lower limb
5B5..00,Microwave diathermy
E....00,Mental health disorder
8Cc..00,Disease management
38...00,Misc. diagnostic procedures
62T..00,Miscellaneous postnatal data
4JL..00,Miscellaneous sample for organism
1A3..00,Flow of urine
4J...00,Microbiology
33E..00,Metabolic function tests
C3z..00,Metabolic or immunity disorder NOS
128..00,FH - Mental disorder
703..00,Meninges of brain operations
69B..00,Medicolegal examination
TB...00,"Medical + surgical procedures causing complications,no blame"
TA...00,Medical accidents to patients during surgical and medical care
TA4..00,Mechanical failure of instrument or apparatus during procedure
65A..00,Measles vaccination
872..00,Mechanical assistance to resp.
428..00,MCH - Mean corpuscular haemoglobin
429..00,MCHC - Mean corpuscular haemoglobin concentration
42A..00,MCV - Mean corpuscular volume
635..00,Maturity of baby
Q0z..00,Maternal problem unrelated preg affecting fetus/neonate NOS
Q0y..00,Maternal problems unrelated preg affecting fetus/neonate OS
55G..00,Lymphangiography
B26..00,Primary malignant neoplasm of intrathoracic organs
B47..00,Malignant tumour of testis
B53..00,Malignant tumour of thyroid gland
B01..00,Malignant tumour of tongue
B12..00,Malignant tumour of small intestine
B11..00,Malignant tumour of stomach
B46..00,Malignant tumour of prostate
B23..00,Malignant neoplasm of pleura
B17..00,Malignant tumour of pancreas
B06..00,Malignant tumour of oropharynx
B5y..00,Malignant neoplasm of other and unspecified site OS
B21..00,Malignant tumour of larynx
B00..00,Malignant neoplasm of lip
B08..00,Malignant neoplasm of hypopharynx
B04..00,Malignant neoplasm of floor of mouth
B4y..00,Malignant neoplasm of genitourinary organ OS
B03..00,Malignant neoplasm of gum
B13..00,Malignant neoplasm of colon
B16..00,Malignant neoplasm gallbladder and extrahepatic bile ducts
B6y..00,Malignant neoplasm lymphatic or haematopoietic tissue OS
B20..00,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses"
B3...00,"Malignant neoplasm of bone, connective tissue, skin and breast"
B3z..00,"Malig neop of bone, connective tissue, skin and breast NOS"
B3y..00,"Malig neop of bone, connective tissue, skin and breast OS"
B4A..00,Malignant tumour of urinary system
B45..00,Malig neop of other and unspecified female genital organs
B52..00,Malig neop of other and unspecified parts of nervous system
B54..00,Malig neop of other endocrine glands and related structures
B2...00,Malignant neoplasm of thoracic cavity structure
B1z..00,Malig neop oth/ill-defined sites digestive tract/peritoneum
B0z..00,"Malig neop other/ill-defined sites lip, oral cavity, pharynx"
B2z..00,Malig neop other/ill-defined sites resp/intrathoracic organs
K2...00,Male genital organ disease
7C...00,Male genital organ operations
447..00,Male sex hormones - serum level
B25..00,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura"
8EA..00,Functional restoration programme
13l..00,Main spoken language
T45..00,Machinery accident in water transport (WT)
8Q1..00,Activity management for chronic fatigue syndrome
337..00,Lung function testing
L2B..00,Low maternal weight gain
53B..00,Lower abdomen soft tissue X-ray
7D...00,Lower female genital tract operation
41...00,Laboratory procedures -general
M2V..00,"Localized connective tissue disorder, unspecified"
8BD..00,Long-term drug therapy
TN6..00,"Injury ?accidental, by cutting and stabbing instruments"
J6z..00,Disorder of digestive system
J6y..00,"Liver, biliary, pancreas + gastrointestinal diseases OS"
S....00,Injury and poisoning
85D..00,Injection given
TF1..00,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation
TF2..00,Inhalation/ingestion oth object-resp obstruction/suffocation
44G..00,Liver enzyme levels
44D..00,Liver function tests - general
780..00,Liver operation
H21..00,Pneumococcal lobar pneumonia
65Z..00,Infect.dis.prevent/control NOS
J6...00,"Liver, biliary, pancreas + gastrointestinal diseases NEC"
8HM..00,Listed for admission to hospital
575..00,Isotope - haematology
J36..00,Ischiorectal hernia
750..00,Lip operation
M17..00,Lichen
615..00,Intra-uterine contr. device
G61..00,Intracerebral haemorrhage (ICH)
D00..00,Iron deficiency anaemia
54C..00,Intra-venous pyelogr.-general
TN1..00,"Injury undetermined whether accidentally or purposely inflicted, poisoning by gases in domestic use"
TN2..00,"Injury ?accidental, poisoning by other gases"
TN0..00,"Injury ?accidental, poisoning by solid/liquid substances"
TM1..00,Injury due to legal intervention by explosives
TM0..00,Injury due to legal intervention by firearms
43D..00,Legionella antibody test
SM4..00,Toxic effect of lead compound
AEy..00,Late effects of infectious or parasitic diseases OS
AE2..00,Late effects of other infectious and parasitic diseases
TKy..00,Late effects of selfinflicted injury
SCz..00,Late effect injury/poison/toxin effect/external cause NOS
SC0..00,Late effect of musculoskeletal and connective tissue injuries
8BS..00,High risk drug monitoring review
13x..00,Contact with family
6AD..00,Surgical review
722..00,Lacrimal apparatus operation
F4F..00,Lachrymal system disorders
41Z..00,Lab. procedure - general - NOS
416..00,Laboratory test requested - not done
419..00,Laboratory test result abnormal
7B0..00,Kidney operation
M1B..00,Juvenile plantar dermatosis
8MB..00,Patient requests referral
41K..00,Inconclusive laboratory finding
573..00,Isotope distribut.static scan
571..00,Isotope uptake/excret studies
68b..00,Antenatal screening status
C3A..00,Iodine-deficiency syndromes
54N..00,Fistula contrast radiography
562..00,Fluoroscopy + radiography
M2W..00,"Follicular cyst of skin & subcutaneous tissue, unspecif"
SG6..00,Foreign body in intestine or colon
67E..00,Advice on foreign travel
Q21..00,Intrauterine hypoxia AND/OR birth asphyxia
L3X..00,"Intrapartum haemorrhage, unspecified"
S6...00,"Intracranial injury, without skull fracture"
S64..00,Intracranial injury
S6z..00,"Intracranial injury, excluding those with skull fracture NOS"
5A1..00,Internal metabolic radiotherap
54Q..00,Interstitial contrast radiog.
5A3..00,Intern.radioth-permanent seeds
5A2..00,Intern.radioth-unsealed source
S79..00,Internal injury NOS
696..00,"History and physical examination, insurance"
8B7..00,Inorganic salt/vitamin prophylaxis
SB...00,Injury of blood vessel
SB0..00,Injury to blood vessels of head and neck
S74..00,Injury of liver
S75..00,Injury of spleen
SB1..00,Injury to thoracic blood vessel
TNz..00,Injury undetermined accidental or purposely inflicted NOS
TN...00,Injury undetermined whether accidentally or purposely inflicted
SJW..00,Injury of unspecified nerve at forearm level
SJX..00,Injury of unspecified nerve of thorax
TP...00,Injury resulting from operations of war
SB2..00,Injury of blood vessels of abdomen AND/OR pelvis
TM4..00,Injury due to legal intervention by cutting and stabbing instruments
TP8..00,Injury due to war operations but occurring after cessation of hostilities
SRz..00,Injury involving multiple body regions NOS
S8W..00,"Injury of blood vessels of head, NEC"
TN5..00,"Injury ?accidental, by firearms and explosives"
TN8..00,"Injury ?accidental, by other means"
TN4..00,"Injury ?accidental, drowning"
TN7..00,"Injury ?accidental, fall from high place"
TN3..00,"Injury ?accidental, hanging, strangulation and suffocation"
TN9..00,"Injury ?accidental, late effects"
886..00,Injection/puncture of artery
SJA..00,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
582..00,Infrared radiation in diagn.
F0y..00,Inflammatory diseases of central nervous system OS
F0...00,Inflammatory diseases of the central nervous system
K5B..00,Female infertility
F4D..00,Inflammation of eyelids
K10..00,Infectious disorder of kidney
A....00,Infective disorder
62P..00,Infant feeding method
195..00,Indigestion symptoms
7F1..00,Induction and delivery procedures
43K..00,Immuno-electrophoresis
43J..00,Immunoglobulins
43...00,Immunology laboratory test
54J..00,Hysterosalpingogram
L12..00,"Hypertension complicating pregnancy, childbirth and the puerperium"
S3X..00,"Fracture of lower leg, part unspecified"
S36..00,Fracture of phalanx of toe
S26..00,Fracture of phalanx of hand
S4G..00,Fracture dislocation or subluxation ankle
S4B..00,Fracture dislocation of elbow joint
S4H..00,Fracture dislocation or subluxation foot
S4E..00,Fracture dislocation or subluxation hip
S4F..00,Fracture dislocation or subluxation knee
S4C..00,Fracture dislocation or subluxation of wrist
S4A..00,Fracture dislocation or subluxation shoulder
S4D..00,Fracture dislocation/subluxation finger/thumb
424..00,FBC - full blood count
43f..00,Measurement of fungal antibody
M01..00,Furuncle
781..00,Gallbladder operation
595..00,Gamma-ray+int.dist.curietherap
SLD..00,Gastrointestinal agent poisoning
449..00,Gastrointestinal hormones
S73..00,Gastrointestinal tract injury
611..00,General contraceptive advice
68D..00,Genitourinary disease screening
K....00,Disorder of the genitourinary system
4L1..00,Genotype
44V..00,Glucose tolerance test
443..00,Gonadotrophin levels
A98..00,Gonococcal infection
153..00,Gravida
66J..00,Gynaecological disorder monitoring
14Z..00,H/O: medical history NOS
14V..00,H/O: post-surgical state NOS
K5D..00,Habitual aborter - non pregnant state
42...00,Haematology procedure
42Z..00,Haematology NOS
423..00,Haemoglobin estimation
42V..00,Haemoglobin variant observation
D1...00,Haemolytic anaemia
Q42..00,Haemolytic disease of fetus/newborn due to isoimmunisation
2C...00,Haemopoietic system exam.
7K9..00,Operative procedure on hand
7M2..00,Harvest of organ
678..00,Health promotion education
679..00,Education
69D..00,Health examination of sub-group
69A..00,Health exam.-suspect condition
68B..00,Heart disease screening
79...00,Operation on heart
8A5..00,Cardiovascular monitoring
4JM..00,Helicobacter breath test
AC...00,Helminthiasis
F1...00,Hereditary AND/OR degenerative disease of central nervous system
F1z..00,Hereditary and degenerative diseases of the CNS NOS
F1y..00,Hereditary and degenerative diseases of the CNS OS
D10..00,Hereditary haemolytic anaemia
PH0..00,Hereditary oedema of legs
334..00,Histoplasmosis testing
1....00,History / symptoms
SL2..00,Poisoning by hormone AND/OR synthetic substitute
13F..00,Housing dependency scale
43C..00,Human immunodeficiency virus test
177..00,Smoke inhalation
33K..00,Steroid reversibility test
43l..00,Further RAST tests
44r..00,Trace element level
67L..00,Identifying goals
8BF..00,Complementary therapy
1N0..00,Skin symptom
1P...00,Behaviour finding
1P2..00,Habit
4D7..00,Pleural fluid cell count
4F5..00,Ascitic fluid cell count
4M0..00,Gleason grade finding for prostatic cancer
4M2..00,Staging classification for lymphoma
6G0..00,Postpartum education
Z8...00,Ability to perform personal care activity
Z81..00,Able to perform personal care activity
Z82..00,Unable to perform personal care activity
